YTID	label
NTYRcrPSoRw_30000	Crowd
0mwESBHBdys_30000	Heavy engine (low frequency)
0QjsEiUzYwE_7000	Vehicle
c6GuU4OiTcU_100000	Fireworks
SCnNTQ003L8_210000	Heavy engine (low frequency)
B-AWPPduh8Y_20000	Silence
OMd2RgvJatU_30000	Siren
7HKluxN0_gs_20000	Engine
D0L-M4trkpw_210000	Music
MbOcBr1hHGs_240000	Outside, urban or manmade
GcjfqrT_qG4_170000	Crowd
Mn24yKyVqtk_280000	Whack, thwack
A00XIsEPI0k_0	Siren
B9BYhhGlAUc_20000	Tools
At-VMrGT1Y4_30000	Animal
CpDXqjsPP7w_60000	Animal
F0Omj8D7rOg_0	Vacuum cleaner
1eMGXt0Rx4U_30000	Vehicle
Jj3Ie49Mzik_20000	Whistling
XYkMcnapOsg_30000	Music
9tj9qXLNjiA_30000	Speech
8SlIfI7eZAM_40000	Female singing
BKKlLXPKlwQ_80000	Tools
6thBbYUPrJo_0	Child speech, kid speaking
-54AZEyQH3A_30000	Music
BB3-24MYW0E_90000	Inside, small room
8n9O-53TQ_M_110000	Printer
-Ym1_Gbv34Y_30000	Vehicle
1OAeM80mt1s_0	Outside, rural or natural
HO1eNTTTyqA_220000	Siren
3lbJzkctdDM_30000	Snoring
NZ9XtPEM8O4_130000	Tools
DrFnPkKFtyM_30000	Car passing by
0CMLPiSrc2I_200000	Music
-4xAKlaoJEo_30000	Vehicle
HfExrXwQhhc_280000	Fireworks
dp7o_nfzKBk_170000	Whistling
jEFqDWYr_Ik_90000	Whistling
HfMY66uSUcs_30000	Vehicle
6ajlhNJVxJI_0	Inside, small room
KE3tvbo07e0_20000	Bird
6DvgDFh7avU_10000	Gunshot, gunfire
8q0Y2sG8RX4_60000	Sound effect
YS9YFx92HtA_10000	Snoring
1ClTku3KlV8_80000	Music
5lYr8Vu5XeQ_30000	Female singing
-y2wweFxjiE_30000	Female singing
CTU_ZD8nQ5I_30000	Vacuum cleaner
C7kMPswjxhQ_30000	Vacuum cleaner
4EMHsIJLk3c_120000	Gunshot, gunfire
rSNHn9tNQt4_0	Fireworks
6wyD9ktSxYw_10000	Animal
4s6VxF4rbvY_30000	Mantra
Fx9M4TK54YM_110000	Female singing
Gn6sfjUwdVM_30000	Mantra
3A5GPc4tqzk_30000	Female singing
--FMnzXQLik_30000	Music
-1DmLWpg9_k_30000	Singing
1JqndYpLP4g_30000	Crowd
JCAgroR_Acw_0	Vehicle
tPJ9t3jIBjA_550000	Engine
DxmKWkY3F2E_30000	Water
6NWpyI8ZC7o_0	Vehicle
WTx7R_iHePI_30000	Snoring
aXgGLSqyyYs_40000	Singing
4TgMdtA7-ZM_40000	Bird
VXGxXnBSEvk_50000	Engine
ZNOmaaoShi8_30000	Vehicle
JWAQjlS2OEY_10000	Whistling
-QG6h4Aw5W0_0	Animal
-pxKb7MGnec_40000	Fireworks
FKsgxdLkwv0_30000	Outside, rural or natural
EatHDeCASTE_20000	Child speech, kid speaking
NDovY5OEt2o_30000	Crowd
DpfED0AZg2U_70000	Singing
HGSoNQmwuTs_260000	Whistling
e0Ry0CfYZpk_160000	Inside, large room or hall
LNrsbZBxIEo_30000	Animal
7vUOuQFpl0I_30000	Vehicle
-5xPBSd43qA_30000	Vehicle
02__Emrsbx8_30000	Siren
6YT8s5xeuu4_22000	Fireworks
rnm8TjglYlA_30000	Fireworks
NXeTzjJRgAU_20000	Tools
4ZfWlaoF9SY_28000	Animal
CC8iA1wX0W4_20000	Female singing
lSS2knT6esU_30000	Car passing by
47PADYz_7Wc_30000	Female singing
0DEEZRW1laI_0	Gunshot, gunfire
RNwwpFlQ5A0_380000	Tools
QxsMGi6gdlo_30000	Vehicle
GcBYVb18Y_s_30000	Animal
DdjKeBuTqQw_300000	Music
Gn6Mo8dB1dA_60000	Animal
HIQ4Ldt7ER4_30000	Vehicle
9sRiZC7Q6fk_30000	Engine
34ivlkO9igI_30000	Female singing
8FUvHdgly0k_30000	Animal
7Wat_2UHu8o_0	Printer
bAC8RruVDXg_30000	Tools
84SkhAUakOs_30000	Vacuum cleaner
0NmCZIg3K2g_30000	Outside, rural or natural
chP4dUgq1hg_130000	Sound effect
7sH4ogOZ5Uo_290000	Crowd
4W7CmCT6Soc_40000	Laughter
A_VfK4OzNpY_10000	Animal
mp-94qJ0Cc8_80000	Speech
1ERXAxEHDt0_30000	Whack, thwack
68WhZH-3qJA_450000	Animal
KKwmfrvmFRY_250000	Vehicle
QwU8qeqK2G8_0	Child speech, kid speaking
OODFF1d2cK8_30000	Mantra
1kc968WZ9dw_50000	Animal
cJyiiH7JA7c_170000	Vacuum cleaner
gJKwNT8QSEI_63000	Whistling
DcbzE8AnLcE_30000	Siren
1mf8AA8r7Xs_20000	Whistling
LyIhmCTPLUc_30000	Child speech, kid speaking
3EwizSl_iRQ_80000	Fireworks
eIVfIhi5KZI_10000	Fireworks
9hWa7KENfo4_150000	Printer
54z-lKQzqJc_30000	Female singing
9qEhyQfbImY_30000	Outside, rural or natural
QC-JCBbOuNc_30000	Vacuum cleaner
AbNtfCdQPXg_200000	Crowd
DrMJuwgYDpk_30000	Engine
FwHIq44WsgM_40000	Female singing
f7qTUaS4zg0_20000	Laughter
4bWhDx1SjmM_30000	Female singing
12bmrnsbXq8_140000	Snoring
3y40oN-WDAo_50000	Animal
DQUZp2043Ak_30000	Printer
4boFOKUdA-I_430000	Whistling
1Hzx2KLc37Y_30000	Sound effect
ErOQx6MhANI_30000	Laughter
2A7xNU3TtbA_0	Laughter
USnf8hwh49g_590000	Speech
Sb5nf9DkzTs_50000	Laughter
Dif83bIO6M4_30000	Water
43eookduPC8_0	Inside, small room
j0F9mLuDDZo_550000	Speech
5KFDCYJY3hI_30000	Bird
EfLLJxQyAY4_210000	Speech
00lZRGuXSZ0_190000	Music
-ypYFszQdNE_19000	Heavy engine (low frequency)
-2jgbO0WR24_30000	Speech
UMO8Vqn4k9g_30000	Vehicle
KdLXOqzA7EU_450000	Whistling
DO8Db_i7IVc_30000	Crowd
DEITD-0fu7I_30000	Mantra
-G04QpzSpbU_20000	Speech
Gk44Y982v4M_150000	Speech
Kf9rf1lIQvY_30000	Printer
9zp6CqFgaos_120000	Crowd
QPkCGF2Pp0o_60000	Snoring
0cBAoVR9Go0_30000	Vehicle
2MWajC6aWgk_30000	Vehicle
adwukMBfVo0_10000	Female singing
IPqpTEfEuY4_30000	Silence
JpadaiU_CIo_0	Inside, small room
7WMqfRRqHdI_0	Inside, small room
Ax9rWcc-S7I_30000	Engine
6occutn0FhI_360000	Animal
OztEojYyYqs_110000	Water
5vHYgvLKafg_4000	Car passing by
Bvih31d9Yzg_20000	Snoring
X5MOJmTX_tk_30000	Tools
5GFPIlxS67k_190000	Bird
UaWZ1-8pgqM_130000	Whistling
7Zdx0YrzHVk_20000	Water
OuVlYzeVuyY_30000	Mantra
1R3tF-KmCeQ_220000	Mantra
cks7D28RQyU_460000	Printer
XD8hhoH24T8_130000	Child speech, kid speaking
3PPE9_FwIZA_30000	Siren
LvLFr93tNqg_260000	Speech
eK4ElzyrYwI_30000	Engine
OSeUeAGEfR4_40000	Silence
AiLkhgOOQQM_90000	Water
1lniFtQZqWo_0	Child speech, kid speaking
1VeWhSDft7Q_19000	Female singing
AH4TiYRyMg8_30000	Animal
B3e0Oin3nQU_30000	Printer
EAv4qinRs3A_30000	Heavy engine (low frequency)
RI0BybPnNN4_20000	Printer
GEyGSg3enUc_220000	Vehicle
-e5iHkhPh58_30000	Heavy engine (low frequency)
Bqx_OhGTKX0_30000	Inside, small room
4GovFEuwHlw_30000	Female singing
XCYXmLi96Xg_70000	Fireworks
GYyis5uyMxk_30000	Siren
KZtEHufCPas_170000	Laughter
7Z3icGGfoGw_150000	Printer
G7VzdojOJCk_300000	Female singing
-sJeivzhK6o_340000	Tools
8Y_ebbf1Yuk_30000	Car passing by
DCsCu51IUt8_30000	Outside, rural or natural
D2XjIyyq0x0_30000	Animal
Ipk5tsb3l9I_140000	Inside, small room
0tuFZv0p7_E_30000	Female singing
2Oz13uCN2Y0_400000	Vehicle
57H-K6Yhlig_30000	Vacuum cleaner
ADfu_C4Dr3Y_30000	Water
SX4eWEdAQ0Y_430000	Gunshot, gunfire
TN8GMsG9zaI_310000	Siren
12rhcDo8AXM_30000	Engine
3cwJLv-D_hI_20000	Snoring
WAGoihhf-bQ_20000	Fireworks
86eQxmsjwM4_310000	Vehicle
-yYkDZ_L1AY_30000	Laughter
AlJXjr7HgGE_30000	Printer
FWdhTyEbhUk_350000	Fireworks
1SuEn5YXZp4_30000	Female singing
I9xOrk-vBqY_60000	Sound effect
JcakIL7yuEs_0	Laughter
27zPHQ_BHGU_30000	Car passing by
-iVZV93gmZI_30000	Engine
GOh65VUZczU_30000	Siren
HzYv_45Ipdg_30000	Engine
Cvr8hAPqoyo_30000	Inside, small room
WSEbuAH4YcU_100000	Laughter
gBoDWoPB0OI_30000	Whack, thwack
9amnmwE6ZVM_0	Gunshot, gunfire
-2VhdaC1tO8_30000	Child speech, kid speaking
BgyC1jXTY4c_7000	Vacuum cleaner
1diPoRwDCt0_30000	Whack, thwack
X7DsTXBf2aM_20000	Crowd
2Qsnz2dnOdg_30000	Siren
A0oCI436q3o_50000	Inside, small room
CzZly-l8Yl8_260000	Animal
41M36mVJioY_130000	Fireworks
--mEupv0N68_30000	Speech
n07wGvhRFUY_50000	Child speech, kid speaking
AyVreD5Ookc_30000	Whack, thwack
Kof_hnu5JG4_180000	Music
5s8w0EoXhX4_30000	Vehicle
2FyBa4Wmex8_230000	Car passing by
WnS3T9w1A98_330000	Animal
7TSAczAuxtg_70000	Inside, small room
heGNtmjvvHI_30000	Whistling
dweVBqei9LA_160000	Vehicle
PmiRwrIh8h0_170000	Vacuum cleaner
0e8UHmokdtU_20000	Fireworks
Fqp4lNiAPis_30000	Heavy engine (low frequency)
5se8cURT2oY_30000	Speech
ECYyXukpXfA_10000	Tools
3DSE69u_ZC8_7000	Music
lcMWPTfg5Fo_30000	Siren
7RrdY5gk-Ew_40000	Whack, thwack
8VU42ks9Q48_90000	Inside, small room
GwZzkSClqXg_11000	Heavy engine (low frequency)
OUP-9fpSliQ_290000	Water
YUhKnTfZys4_30000	Car passing by
2nMi2-nHXYE_570000	Inside, small room
EG9scI3Cfgw_100000	Animal
ByYJ9Z7IUP0_30000	Engine
5Q0AlzTXGwc_100000	Water
6N5X_pZS2UI_20000	Fireworks
-dZ8NjPirwg_510000	Siren
dYk4yglnJAo_170000	Vacuum cleaner
5TEFEcZhsMA_100000	Speech
RVusxhwTbN8_10000	Bird
5X4D-WnVItQ_30000	Female singing
9-V4pau38OA_30000	Vehicle
8ptMnG4PoZ4_30000	Car passing by
TEWRI1-USjw_20000	Gunshot, gunfire
XYy2m47zc6s_10000	Gunshot, gunfire
KaWvKyVoYIo_30000	Whistling
4Or4CQC4fYw_30000	Vehicle
2uPFWqsEkQk_170000	Music
395RWUDUaq4_30000	Engine
VS4FOo6rAec_140000	Gunshot, gunfire
4W8IZxn3nEI_30000	Music
9FiIx45TVGY_13000	Vehicle
EGrA050nFus_460000	Vehicle
dADr6479WTM_170000	Snoring
5kUY6Zc4jA4_30000	Printer
AEWl8Kfon4g_30000	Mantra
B1he3qxZZMM_30000	Silence
8KlrcOvLvdY_30000	Whistling
jRoMnsAMwD4_30000	Snoring
LdUZOjZLu70_20000	Crowd
5ZtdADPWMuQ_30000	Outside, urban or manmade
9VLCK2iTxhY_240000	Engine
16pcr7cZzAI_0	Inside, large room or hall
Wl5q_4N_HSY_20000	Gunshot, gunfire
-3nTzYBhhqY_30000	Child speech, kid speaking
2lDH6ZT0g_o_10000	Speech
8y6rvOmse4c_230000	Tools
8OIXmAOZMXY_22000	Music
Byy_qXehUG4_170000	Female singing
31pbUwcA6EA_90000	Siren
CxqgtOQZDEg_30000	Speech
V3zM2JFHN3Q_40000	Inside, small room
IedNUUBu0q4_320000	Tools
0UfD9ba6qnc_60000	Vacuum cleaner
Ig8pPU6L2FM_490000	Animal
dkFPs5Wc7Ik_30000	Engine
ENltVDZTM4I_50000	Whistling
DGHVePFAt8Q_30000	Heavy engine (low frequency)
V9aM6CZUfho_260000	Water
ND_voY8l41M_60000	Speech
-1gJ-NklD6U_30000	Child speech, kid speaking
5hqvGLr9f6I_14000	Engine
fd4-YybDgJI_30000	Engine
La56WBAJ2xk_30000	Crowd
3NnNGy6RGeI_29000	Animal
7l-7X11X50M_20000	Tools
GFg6BowJgh0_130000	Music
I3vWSsPk6hQ_30000	Bird
A9GDCeozQQE_30000	Inside, small room
6izrTajyhqY_520000	Silence
1VhyVghoknQ_30000	Female singing
eP496W2o1ho_4000	Car passing by
8PG8yWT2WTs_30000	Printer
BaoBALZknJI_30000	Silence
NKyAQtFwhgE_50000	Laughter
PIkPfTYSLLA_40000	Vacuum cleaner
--T_CzpB6U8_30000	Music
6hgFnEuisbc_60000	Heavy engine (low frequency)
3rhSpRI_0rI_180000	Gunshot, gunfire
359sK8-3E_w_30000	Animal
-1LFdSzd2KI_30000	Animal
9VyxsFOidw8_120000	Vacuum cleaner
JAunuQ1SKXU_110000	Child speech, kid speaking
cdtA_OXgjsU_14000	Fireworks
4uluVb1iNy0_30000	Animal
-rzfZksuaS4_30000	Animal
9gfOnd_5SXg_330000	Vehicle
BZCSrQsVApU_50000	Whistling
43VAtpu0DE0_80000	Car passing by
Afe4krYpJs4_370000	Speech
-2BuagMO00Y_30000	Animal
-QVjd5AmlTE_240000	Fireworks
HE3sfnAo1x4_10000	Vacuum cleaner
OUzsj4dMlkE_70000	Snoring
-ekpoupVzVQ_260000	Whack, thwack
bg72X5iuUBc_29000	Whistling
5rmzJxbYJZ0_30000	Vehicle
6zKhO6NCchE_30000	Animal
7FgRxFhx89Y_17000	Animal
F9AzjYVesfs_20000	Snoring
zCuKYr_oMlE_60000	Outside, rural or natural
31AUO6wKDiI_80000	Siren
bZadyuv2utE_80000	Snoring
IXqDv7aVxMU_130000	Laughter
21QTB2aTTlk_30000	Engine
DznyJaCL2Gw_30000	Mantra
-RV1P6nX5ao_290000	Siren
Now4hkfxuSU_20000	Speech
8Yw38TPemvo_70000	Inside, small room
YzmgU8kz3dI_80000	Fireworks
Cf1zNtZEcc8_250000	Vehicle
T-EqNj5x96g_130000	Tools
4Fmh6UQqEQU_330000	Silence
9oquafER9K4_30000	Music
eH2Yx3J3Z7c_500000	Child speech, kid speaking
OaEVzIzkKSI_20000	Whack, thwack
1o67_u7H_wQ_0	Animal
XQBFd6muIYY_100000	Siren
-4dBqw9a3Ko_30000	Music
1EG3NDIve4w_30000	Printer
C5PJZIicOas_50000	Crowd
30HtOudq2v8_20000	Bird
mjfUF-Ik8Vg_70000	Fireworks
151j1Y10u1w_30000	Vehicle
AFiqv1lG0JI_0	Inside, small room
J_AaZl54Bro_10000	Vacuum cleaner
MOxZcGl_A4Y_30000	Car passing by
Urk0TBHcBzo_20000	Fireworks
1po2aNkhX24_20000	Animal
8R8gNtlkqxg_180000	Fireworks
2lF71UbDEOc_160000	Vehicle
0vT33Hgm_zM_30000	Inside, small room
O2O53lN7wQI_30000	Gunshot, gunfire
4y8_NA2J8T4_24000	Animal
gRZZVut9DU0_60000	Laughter
fG-KIAtaGIY_30000	Gunshot, gunfire
EWzfqdCra08_0	Vacuum cleaner
7AqSGi9APiw_120000	Bird
2GueA21tztk_90000	Laughter
AQf9cZSD5Pc_100000	Tools
3FwTm15bCoA_40000	Snoring
CZrIOywygLY_30000	Singing
ALFyIhtiUWg_20000	Mantra
SRvcmazK5PY_30000	Gunshot, gunfire
8IbUU2MjOrI_30000	Vehicle
NrR1wmCpqAk_12000	Animal
dZbu5Bc3jbY_30000	Laughter
0n1Y4rUeqpw_60000	Outside, rural or natural
0HFZwejP08M_220000	Vacuum cleaner
-DDIIlLA5JQ_180000	Mantra
2IybN9sVB_A_10000	Outside, urban or manmade
BSC9kCZZmfo_200000	Vacuum cleaner
S8su3wxbu6Q_0	Laughter
4fHDGp4tiiU_0	Vacuum cleaner
5DgcXbVfFzE_30000	Fireworks
81VN0w_07rY_18000	Siren
3PzvNHht_2M_110000	Printer
7RQ-29vhz58_0	Silence
4MYmnpPvBmo_80000	Vacuum cleaner
KovczhDkitQ_180000	Vacuum cleaner
CsxPZqtQBmI_0	Outside, rural or natural
Ar52HWgvqfs_30000	Printer
-4Gcg_YIz8c_120000	Music
7N9Zd2PJzfg_20000	Siren
W7-McImfHTU_230000	Printer
1rMJFFQ_SdM_30000	Vehicle
43PwklvfkX8_30000	Mantra
3X78sfgMwPY_6000	Vehicle
76TVfg_e5Vc_30000	Crowd
6z6PrUUVFBs_0	Inside, small room
H1yDjMDES94_0	Whistling
WGfONduW9AM_240000	Tools
HDHSG4SWkvQ_10000	Fireworks
l6HsxUNdkd4_10000	Gunshot, gunfire
6qFiXEEyLgI_11000	Bird
5cZqD8bbBN4_30000	Vehicle
EzXThJXRdbI_17000	Female singing
Otm6pbUqDdE_0	Whistling
64jMXF-KL8I_5000	Crowd
QApcFkvKdlg_30000	Siren
7VGeZDpaDdg_290000	Mantra
X48AVdE2Vys_30000	Inside, small room
5AJNfaITFf0_490000	Whack, thwack
7aV8qA0O4Ng_30000	Vehicle
To4b4las6O4_20000	Speech
AIFTBITYjb0_40000	Engine
Ln5CceR-Htk_0	Outside, rural or natural
q6mL17njt_c_0	Laughter
Oy9IEKQYCHg_0	Music
0KdqmTgYCGI_30000	Vehicle
8A9iECo7HLU_1000	Animal
GAwn4oZrYA8_15000	Water
2X6q-RWAnII_21000	Engine
4hWWZPvp8dI_110000	Vacuum cleaner
0LzJBc-1kg8_40000	Bird
29WJCBc3L2Q_30000	Mantra
9vLRkVlARAM_10000	Bird
ebplVxmfe-E_30000	Whistling
0RJJsAV8t2k_30000	Vehicle
k0mCofzlGxM_30000	Printer
EL7HabeCjOY_30000	Water
Cvjs-FyD3TE_430000	Vehicle
o0Xmp1Jt2IM_30000	Car passing by
3p13zx6Xf0A_40000	Speech
8Ht_4hQd_6A_0	Engine
B8NBhPjpOc4_30000	Siren
H0Je4ol0zls_0	Fireworks
HO7wEQLRUSI_100000	Vacuum cleaner
Jt4a9yCLKsI_30000	Laughter
nP5hli476SQ_80000	Laughter
mqNRiuRtVDw_30000	Car passing by
-1DUpwEaQ-Y_30000	Speech
5WU0ONamJdY_30000	Siren
GeDIaAJNipI_30000	Whistling
6mizn4EICQY_10000	Printer
Gg5efksw4N8_80000	Fireworks
L6rDNt7r7aQ_30000	Music
32CNuq3XNjQ_5000	Vehicle
2nbLPqwqQIA_5000	Speech
S1HBdtGItW8_30000	Speech
0qphpfTp7m8_30000	Laughter
EDjsWKx8L6s_30000	Laughter
dEXKTosbg8E_0	Vacuum cleaner
-VI6kvmKKlg_20000	Bird
1_0_35FvVks_30000	Bird
pPtXOw7It7g_380000	Speech
AEcNBXnPKU4_0	Fireworks
1SuTgHVYK6Q_30000	Siren
7-41Vtc-dpU_20000	Tools
9tWh-ZN58k0_30000	Speech
ZBW8u6wka7Y_30000	Snoring
bLoPYZnyDls_440000	Vacuum cleaner
jvrlGGcHkN0_10000	Whistling
9wcMdqGVuS4_30000	Vehicle
W2ivRgZnYwE_40000	Fireworks
NHBrHm1pChk_30000	Car passing by
BFW3rTwmsjw_200000	Female singing
_yoqAsw6pvE_0	Bird
Jld-t8kdg9E_120000	Snoring
-GGmV6o2SSE_30000	Engine
0lTjh_NdlUU_200000	Music
C90aOk9HaoI_0	Vacuum cleaner
Rqqj9E3k3yM_0	Crowd
70VSHhTO4mw_50000	Child speech, kid speaking
2CPQBra3GI8_20000	Speech
FjxE4VuKbPY_30000	Vacuum cleaner
rjZZJrvC3sw_80000	Vehicle
6ZnriQdxxGo_30000	Silence
Ej27702Rsyo_20000	Whistling
HLh0M_h0FRA_0	Silence
USYZ0uW2oCU_120000	Whistling
eL1CQFx1Mrk_0	Child speech, kid speaking
A4Hcicc7P90_30000	Speech
LB2nIxtS2Jk_0	Silence
j5UuU306R4k_30000	Tools
MC8XhvgVpCA_140000	Gunshot, gunfire
8JvzFyz4_tA_30000	Crowd
-sBU-Kjp1ow_10000	Car passing by
DZXQWcbMW9U_480000	Vacuum cleaner
2v7kapOCf5o_60000	Animal
LI85dkBB3Ho_30000	Laughter
2hbxKYdO_cw_20000	Fireworks
3xY7n6Qg6GY_150000	Engine
6Ap3-jYIsZM_30000	Female singing
2G0nDEsuhSQ_16000	Gunshot, gunfire
-3JJp-cQ4ag_30000	Speech
Ckx9dyl2xmQ_30000	Vehicle
OEbDEk3wCvw_60000	Child speech, kid speaking
G_UkeGu7bK0_10000	Whack, thwack
Fus8p4sYXAc_210000	Animal
5p_OQYDAVTU_30000	Vehicle
CD7Mgt9wi8k_30000	Engine
BpbVawBOJSo_21000	Speech
B0YP60j1VR4_12000	Gunshot, gunfire
DB38NRSHw9A_30000	Music
RnrP-bTUOcA_30000	Vacuum cleaner
68zZIjhH_wE_0	Gunshot, gunfire
Laa4wK0f9-Y_20000	Bird
VxvdzuN93QQ_30000	Laughter
Ng2q87B9FJA_440000	Inside, large room or hall
VrZkUqz2WZI_290000	Water
05JAmKFVy44_20000	Laughter
9bXUX7sOitA_5000	Sound effect
3XxbRA1fZMY_30000	Mantra
K0BwO69FLBk_90000	Speech
Wdxtn1OvAO8_160000	Vehicle
Mcofw_0yDDQ_30000	Silence
-1c6m6mI5RY_30000	Speech
YFAqF4ksvRo_18000	Fireworks
LvklamMf9PQ_29000	Crowd
7vCczkYaGG4_0	Outside, urban or manmade
GuKnkS2IdK8_540000	Speech
9Ey_nMCVztU_30000	Siren
5Jyk1kWjddg_400000	Vehicle
MQyL878-fgk_30000	Crowd
6I5qtDu16aE_20000	Animal
-a6VJhCbUqM_460000	Printer
BE6ZkRLbshs_30000	Water
5asfoHsxI2w_30000	Fireworks
cDiA2hQjJR4_10000	Female singing
IJsTAdWRHQs_20000	Fireworks
ax7iCns3xz8_90000	Whistling
-xsxzlCpmBY_10000	Crowd
0q1Lj3_O5Ow_30000	Crowd
T-U771vSw4c_30000	Printer
9RfSZdwPpcU_0	Gunshot, gunfire
cz3N1hLO4bU_20000	Engine
hkd6_120zcE_0	Sound effect
gtwEYnCBzb4_18000	Heavy engine (low frequency)
3iLY87btIFk_520000	Outside, rural or natural
QgD2KFfI8Z4_120000	Whack, thwack
_RZJfVGVeME_30000	Whack, thwack
-ihKKI-uHn8_0	Fireworks
3ZWuSgBpMOk_0	Inside, small room
2Pif6cyp8QM_24000	Fireworks
O9jCFxhNyg8_0	Snoring
UMeYofijIeU_30000	Siren
KKZ-dLMcpxY_60000	Bird
RtqkUUSz2kA_20000	Child speech, kid speaking
Qux4OM_Sxxc_180000	Speech
-QoPKtxQtqo_30000	Female singing
jH-uZE34svU_130000	Whistling
VLjSaw-GP_k_10000	Gunshot, gunfire
IAlldwrmaQs_320000	Animal
AbAwMezmwYE_200000	Vacuum cleaner
AebrqXEg1XU_30000	Engine
p3yRlYW16UA_30000	Vehicle
NdXbueCN0bc_30000	Vehicle
GF9c42KC7pk_120000	Animal
YdB8IXXShVE_80000	Animal
IvrvvAkWM0g_30000	Snoring
4p8n4Zf-WMM_190000	Gunshot, gunfire
5j0KG0GYXEM_30000	Silence
Bo8lqFkgFSA_80000	Gunshot, gunfire
4zxx7y89djo_70000	Inside, small room
BJ6RWEYnXKk_30000	Vehicle
WH8t-8vI-EI_150000	Child speech, kid speaking
M2CDCZK6kgU_10000	Mantra
enb_S2kX5oQ_130000	Engine
8qTuHcKKVcw_90000	Music
63h2fqinkuo_30000	Music
7bEKFmYAgdM_360000	Fireworks
07gOdWDWuNo_240000	Heavy engine (low frequency)
Bjj7w0b4xMk_40000	Engine
GzZUUE5zJWU_340000	Gunshot, gunfire
AWcZq1PRcII_20000	Sound effect
GTyM1mKbPZg_30000	Printer
311-glq4xA4_6000	Laughter
D7mWYuLIRas_80000	Animal
HUt3l8oz4Z4_30000	Vehicle
H-o2TWcKIjw_40000	Whistling
_v34mnhOk1A_90000	Gunshot, gunfire
HZQPxxcahLU_60000	Silence
GHnF5xGTv44_30000	Engine
A65u38aYIv8_10000	Crowd
AKjcrEsYykE_340000	Speech
pAWTYpI-8Gg_10000	Vehicle
4lnhOIftuMQ_60000	Whistling
E7n5Z8F4IUk_30000	Vacuum cleaner
PksJ3iN0DfY_30000	Engine
0KBuKAktdok_590000	Inside, small room
2xKFROZ6Psk_70000	Animal
Yh7pKAv-mwU_140000	Gunshot, gunfire
LwgXF3RsNE4_20000	Mantra
TzsTDTmR4yU_0	Snoring
5UA2K65wuvs_25000	Speech
2ExmyKmtIsw_0	Gunshot, gunfire
o2Q0ywtyRFo_20000	Crowd
098oDxuz-8o_90000	Inside, small room
HVZtW5jpaHQ_50000	Inside, small room
Agm1823-6Dk_20000	Animal
nLzSz0qDT68_10000	Siren
NHcHQ6ptBmA_30000	Siren
OlNXKOChi8w_0	Laughter
Emb0sMJJpbw_200000	Crowd
1SoF7fWA078_0	Laughter
Ib-EHEyFIr8_480000	Crowd
-2YdDXu50R8_30000	Speech
28c2rAbXlPE_30000	Whistling
X3y7RUCAl6Y_10000	Fireworks
v9wdxI4YqVQ_0	Child speech, kid speaking
BXUS7pTYDzI_30000	Female singing
-2yTCr0P1Z0_30000	Music
DlpW92lR9DA_30000	Snoring
5cFvjUr6qGM_30000	Car passing by
GlxBch-xCX4_12000	Animal
rYroEnnY3dE_50000	Water
AqMdyAcYjes_10000	Animal
mhQtFmIyJts_570000	Animal
C-BeyIe9yNk_230000	Bird
8fNxHeM3OQI_360000	Fireworks
nNMWm_Ei6ik_20000	Vehicle
OQonGzN-lE0_30000	Siren
MNptHL4Bn4k_90000	Tools
9ejranzi8ow_100000	Vacuum cleaner
A_RIRJV5AxE_30000	Speech
TQgZJasmY3g_60000	Child speech, kid speaking
5S2Zgvmw_5o_30000	Snoring
WvquSD2PcCE_30000	Vehicle
KImfdoDHnN0_30000	Gunshot, gunfire
0AncoWxGanw_10000	Silence
BceSHVxY-Ew_460000	Inside, small room
jCGwVnBJCWE_20000	Laughter
3z3WIjdV_js_50000	Laughter
an3f3lM0zrk_30000	Tools
8oiyVt6-erA_560000	Whistling
5A7blg4nLFE_70000	Laughter
oHJ9rIUM-FA_30000	Fireworks
2Oo2mrcWY6U_21000	Silence
3b0WnxNfOf8_0	Printer
-uAtzUt1Ljc_30000	Tools
RxgZ8KxvvPc_30000	Speech
G_n86aQbv7k_10000	Siren
poRspGl8-FY_0	Child speech, kid speaking
G6OPZRkuU7E_6000	Silence
jUISGNwEvt0_30000	Whistling
NfwqsoR_84s_450000	Vehicle
02hvyTvLjSI_0	Bird
hAehs6GdfIQ_30000	Printer
5lJDmgFud38_10000	Laughter
8JMFVd_3Fq0_60000	Vacuum cleaner
7BkdKQRemso_30000	Engine
wlCx3oOCxAk_16000	Vehicle
nkrjmjWpHP4_330000	Female singing
MtgdH53h_Bs_100000	Tools
8OtYLA0G6o0_170000	Music
Bal_bm__Ql4_0	Engine
CYKq7nMeNVA_190000	Animal
FdIl-mIq4DM_26000	Female singing
-ylEqqYI4oA_30000	Siren
90lCkXCD-zo_70000	Laughter
AtDCGD5B08Y_520000	Vehicle
DSQDgDDwlvY_390000	Whistling
BLpI-_EOLM4_30000	Silence
QTTz_YH89l0_0	Whistling
i7Mj5knrIoI_30000	Fireworks
VAglGLHzRxM_150000	Siren
4hDVWO4A0p4_30000	Mantra
V1u2twdAAPA_10000	Snoring
RUKrMfA36nk_60000	Car passing by
-_PFf-Ll1uo_30000	Mantra
BX3QdTmWoxk_30000	Mantra
3j3YJD13NL0_30000	Inside, small room
LHbtY7tLiBM_50000	Snoring
vg59Aj1uGuk_480000	Heavy engine (low frequency)
